30300	1.4106	0.8174	0.5932	-13.7240	-2.5789	36.279	52.2690	10.18
30400	1.4065	0.8149	0.5916	-13.6930	-2.5723	36.239	52.0760	10.153
30500	1.4026	0.8124	0.5902	-13.6430	-2.5662	36.193	51.8880	10.126
30600	1.3986	0.8096	0.5890	-13.5990	-2.5607	36.163	51.6950	10.101
30700	1.3953	0.8074	0.5879	-13.5060	-2.5560	36.115	51.4900	10.072
30800	1.3924	0.8054	0.5870	-13.3930	-2.5521	36.098	51.3230	10.051
30900	1.3890	0.8028	0.5862	-13.3240	-2.5487	36.076	51.1490	10.028
31000	1.3865	0.8009	0.5856	-13.2070	-2.5460	36.033	50.9650	10.002
31100	1.3840	0.7989	0.5851	-13.0900	-2.5440	36.009	50.8230	9.9828
31200	1.3823	0.7975	0.5848	-12.9570	-2.5428	35.985	50.6750	9.9631
31300	1.3803	0.7957	0.5846	-12.8760	-2.5418	35.972	50.5610	9.9484
31400	1.3787	0.7942	0.5845	-12.7920	-2.5413	35.947	50.4250	9.93
31500	1.3774	0.7929	0.5845	-12.7190	-2.5412	35.940	50.2860	9.9131
31600	1.3763	0.7918	0.5845	-12.6740	-2.5415	35.928	50.1730	9.8988
31700	1.3753	0.7906	0.5847	-12.6410	-2.5420	35.909	50.0720	9.885
31800	1.3746	0.7898	0.5848	-12.6160	-2.5428	35.900	49.9700	9.8722
31900	1.3735	0.7884	0.5851	-12.6300	-2.5438	35.912	49.8590	9.8608
